type,amount,oldbalanceOrg,newbalanceOrig,isfraud
TRANSFER,82021,84861,45389,0
TRANSFER,46422,57589,29715,0
CASH_IN,43886,65807,39116,0
TRANSFER,94557,18414,56922,0
CASH_IN,73674,24220,56251,0
PAYMENT,50237,60531,61794,0
DEBIT,32460,42425,17580,0
PAYMENT,84443,9387,823,0
CASH_IN,73714,76815,92008,0
CASH_IN,6871,27584,7084,0
PAYMENT,61924,44783,77991,0
CASH_OUT,63898,39809,10607,0
CASH_OUT,79296,54327,82455,0
CASH_OUT,61303,10857,84930,0
CASH_IN,82534,42261,76355,0
TRANSFER,68525,73588,11969,0
CASH_IN,23534,16995,63059,0
TRANSFER,7075,13580,17333,0
PAYMENT,37694,18240,77236,0
DEBIT,88730,83446,97328,0
TRANSFER,33375,75752,98847,0
CASH_OUT,58886,46111,36668,0
CASH_IN,23714,90447,11945,0
PAYMENT,57867,34866,46526,0
CASH_OUT,5632,80974,47717,0
PAYMENT,83807,73401,59426,0
DEBIT,93965,82093,84166,0
CASH_IN,91151,12211,90480,0
CASH_IN,94717,58985,88896,0
DEBIT,87710,33268,78349,0
CASH_IN,79342,3646,4601,0
TRANSFER,96866,55371,12930,0
PAYMENT,66211,42816,4333,0
CASH_OUT,32704,89460,70935,0
DEBIT,89776,44112,17839,0
TRANSFER,23005,51048,51337,0
CASH_OUT,92330,54911,40204,0
CASH_OUT,80151,75446,20195,1
DEBIT,83009,1778,27848,0
TRANSFER,8429,45752,89229,0
CASH_OUT,47962,84977,40854,0
CASH_OUT,33847,70726,50998,0
TRANSFER,70809,80840,67390,0
CASH_IN,48887,27289,31558,0
CASH_OUT,45697,44788,2985,0
PAYMENT,99677,4747,61794,0
TRANSFER,37286,74822,43585,0
CASH_OUT,34533,45,84814,0
DEBIT,66065,95278,40264,0
PAYMENT,54625,7758,33326,0
CASH_OUT,96652,23437,84816,0
PAYMENT,10524,19585,59261,0
PAYMENT,47466,98759,34022,0
CASH_IN,7243,9854,15667,0
PAYMENT,1112,52076,18065,0
CASH_IN,66143,56950,87191,0
TRANSFER,46725,17349,10006,0
CASH_IN,85203,96228,71819,0
DEBIT,6266,21348,45076,0
CASH_OUT,64810,34296,68861,0
TRANSFER,94947,19455,96319,0
TRANSFER,41558,78824,50393,0
DEBIT,72100,54021,3143,0
CASH_IN,78210,71923,57505,0
CASH_OUT,42377,39293,12417,0
CASH_IN,89932,99430,31300,1
PAYMENT,70392,88552,92062,0
CASH_IN,26215,46116,28896,0
TRANSFER,25580,40484,50629,0
CASH_OUT,30265,30215,27606,0
CASH_IN,21192,81638,39916,0
CASH_OUT,39383,3404,61330,0
CASH_OUT,43029,37260,7551,0
PAYMENT,62629,65642,56422,0
PAYMENT,16053,80731,67782,0
TRANSFER,45542,46009,65391,0
DEBIT,65946,92689,63411,0
CASH_OUT,19249,29605,73185,0
DEBIT,10426,53205,888,0
TRANSFER,3422,37569,57135,0
CASH_OUT,81986,5580,29424,0
CASH_OUT,24416,5400,41559,0
DEBIT,1885,39643,11075,0
CASH_IN,37076,96185,22699,0
PAYMENT,5762,96032,47972,0
CASH_IN,86763,86173,9950,0
DEBIT,78035,39015,5413,0
PAYMENT,1363,71713,39305,0
CASH_IN,26996,72805,3569,0
PAYMENT,86917,14974,66778,0
CASH_OUT,14701,14037,30085,0
CASH_IN,69857,84292,76023,1
PAYMENT,48085,16167,83845,0
PAYMENT,10804,88754,96307,0
PAYMENT,68480,90703,92174,0
CASH_IN,16416,43148,36163,1
TRANSFER,75940,72153,49592,0
CASH_IN,26882,21534,87151,0
DEBIT,41718,90995,57333,0
CASH_IN,20810,86078,8039,0
PAYMENT,43407,56879,8198,0
CASH_OUT,37919,65839,34354,0
CASH_IN,21362,29756,3824,0
CASH_IN,93858,12683,50420,0
PAYMENT,15448,49485,89535,0
CASH_OUT,88931,98231,3436,0
CASH_OUT,45009,11025,93550,0
DEBIT,18492,86426,40857,0
CASH_IN,32481,18715,16057,0
CASH_OUT,47289,70097,1310,0
CASH_OUT,54223,98383,75355,0
TRANSFER,13036,92943,78993,0
TRANSFER,85194,87116,66013,0
CASH_OUT,5445,75705,60022,0
DEBIT,8503,17116,8906,0
CASH_OUT,72237,36744,9868,0
PAYMENT,59331,87579,18546,0
CASH_IN,2773,2124,98812,0
DEBIT,20399,38051,72855,0
PAYMENT,31508,7176,33149,0
DEBIT,63765,91310,67381,0
PAYMENT,35835,64818,23684,0
CASH_IN,16944,18676,29858,0
CASH_IN,5584,45177,45330,0
TRANSFER,38189,90296,59204,0
PAYMENT,1597,997,92203,0
TRANSFER,42792,59330,25293,0
PAYMENT,54422,43769,56869,0
TRANSFER,60571,78653,90429,0
CASH_IN,77234,11231,4629,0
DEBIT,4419,95287,5704,0
TRANSFER,71329,72976,1776,0
PAYMENT,99026,85447,57255,0
PAYMENT,26761,55965,48281,1
CASH_IN,38184,81144,31236,0
PAYMENT,56582,95201,66780,1
CASH_OUT,61426,61517,1333,0
DEBIT,12051,92693,69205,0
TRANSFER,23237,94315,83120,0
DEBIT,35211,95504,50946,0
CASH_IN,36079,27387,55333,0
TRANSFER,82200,4090,27277,0
TRANSFER,26380,24945,50606,1
CASH_OUT,95028,40239,1933,0
CASH_IN,11596,3743,33514,0
PAYMENT,50241,30924,89893,0
CASH_OUT,5332,10196,92607,1
CASH_OUT,65304,91815,62958,0
DEBIT,79478,68860,6827,0
DEBIT,29309,41400,30844,0
DEBIT,90725,85177,91200,0
CASH_OUT,70803,93018,792,0
PAYMENT,46511,98530,39695,0
TRANSFER,57144,80399,83187,0
DEBIT,9787,48795,42510,0
PAYMENT,11259,51553,39137,0
CASH_IN,21400,24111,84610,0
DEBIT,20379,63083,73410,0
TRANSFER,12891,61600,82212,0
CASH_IN,9597,50022,39632,0
CASH_IN,93810,3199,36790,0
TRANSFER,74337,50897,83568,0
DEBIT,87921,38038,30885,1
CASH_OUT,88157,55038,65214,1
TRANSFER,7843,7897,76544,0
TRANSFER,47023,64541,44870,0
TRANSFER,63630,14892,48110,0
CASH_IN,15764,8271,5171,0
PAYMENT,78123,24815,9589,0
CASH_OUT,96641,45612,18077,0
DEBIT,86794,33357,64874,0
DEBIT,35292,75088,72246,0
PAYMENT,36747,16267,85772,0
TRANSFER,97437,18268,38227,0
CASH_OUT,24134,14263,14937,0
DEBIT,70112,70935,9754,0
DEBIT,2206,95347,25688,0
TRANSFER,61537,59660,7048,0
PAYMENT,96661,65527,22568,0
CASH_OUT,85405,63379,97583,0
PAYMENT,11355,94542,75019,0
PAYMENT,34087,41271,17545,0
CASH_OUT,66410,66612,82949,0
CASH_OUT,12065,7235,94449,0
DEBIT,85293,88757,45217,0
DEBIT,44494,16417,48122,0
CASH_OUT,77524,98075,33746,0
CASH_IN,90145,34609,8709,0
DEBIT,35781,33902,25358,0
CASH_IN,57664,23645,11023,0
CASH_OUT,46550,62873,95387,0
DEBIT,83161,87218,28756,0
PAYMENT,29387,64558,63175,0
CASH_OUT,95577,62233,54281,0
TRANSFER,49583,23401,49289,0
CASH_IN,42743,7771,58097,0
CASH_OUT,11770,41335,76681,0
CASH_OUT,99260,74451,86728,0
DEBIT,25772,79434,47259,0
DEBIT,50996,67449,18839,0
DEBIT,34342,92604,27410,0
TRANSFER,40110,1942,11447,0
DEBIT,4954,20388,86569,0
CASH_OUT,48835,83251,75665,0
DEBIT,13887,57042,95894,0
PAYMENT,30000,53740,13907,0
DEBIT,99622,65873,21637,0
TRANSFER,55293,47024,38196,0
PAYMENT,3268,23450,22369,0
CASH_OUT,31639,56965,95017,0
CASH_OUT,37589,10057,97217,0
CASH_IN,22968,93249,2589,0
PAYMENT,39475,8983,23560,0
CASH_IN,85863,19995,3034,0
PAYMENT,15785,91628,169,0
PAYMENT,76585,77681,92449,0
TRANSFER,94643,38886,3239,0
CASH_IN,34217,89025,3415,0
TRANSFER,22563,96572,85488,0
PAYMENT,53642,95149,76944,0
CASH_OUT,65,94020,3484,0
PAYMENT,88707,2673,53987,0
TRANSFER,32883,34890,18225,0
CASH_IN,80730,77513,80459,0
CASH_IN,66215,23466,61104,0
TRANSFER,78209,92545,20936,0
CASH_IN,25328,50406,39612,0
DEBIT,33744,3688,84946,0
CASH_OUT,82237,69284,95533,0
CASH_OUT,18532,13665,39952,1
CASH_OUT,11666,20641,58945,0
CASH_IN,15903,32500,87399,0
CASH_IN,16503,35797,5380,0
PAYMENT,3642,84766,50298,0
PAYMENT,95882,45950,86246,0
CASH_OUT,88658,25046,80821,0
DEBIT,61789,9638,27260,0
PAYMENT,38462,86363,32879,0
PAYMENT,13276,21173,16143,0
CASH_IN,61617,13222,49744,0
DEBIT,16950,50064,72949,0
CASH_OUT,24013,37010,31578,0
PAYMENT,98418,18095,80262,0
DEBIT,34825,1439,57331,0
DEBIT,30879,85550,92551,0
CASH_OUT,49307,5375,63815,0
DEBIT,60117,89023,71519,0
DEBIT,82803,91238,19178,0
DEBIT,16692,20600,92526,0
PAYMENT,19632,2466,75857,0
CASH_OUT,30418,45097,60197,1
DEBIT,8847,53276,36366,0
DEBIT,64220,50117,52955,0
PAYMENT,15417,46971,99830,0
CASH_OUT,29319,6928,41911,0
CASH_IN,71928,88016,83422,0
PAYMENT,93200,55309,53619,0
CASH_OUT,18905,74647,44296,0
DEBIT,99097,40888,22791,0
CASH_OUT,86922,95025,8301,0
CASH_OUT,380,43832,98529,0
CASH_OUT,496,9404,35779,0
CASH_IN,23772,33639,36894,0
CASH_OUT,26623,78118,98917,0
CASH_IN,3206,60598,79618,0
DEBIT,94947,66399,49250,0
CASH_IN,76359,27684,70994,0
DEBIT,64849,68591,41770,0
DEBIT,41926,77722,22300,0
CASH_IN,8582,2682,68235,0
PAYMENT,28235,38046,29485,0
TRANSFER,45863,21832,40285,0
CASH_OUT,49400,16997,66555,0
TRANSFER,32285,34640,32471,0
CASH_OUT,72389,76882,48671,0
CASH_OUT,1115,40491,20270,0
DEBIT,59906,63043,88151,0
CASH_OUT,43219,72725,13698,0
CASH_OUT,97185,45520,72265,0
CASH_IN,42497,62919,39729,0
TRANSFER,18061,64442,11171,0
CASH_IN,94254,21770,79483,0
CASH_OUT,77410,47498,60684,0
DEBIT,66971,61477,55165,0
CASH_IN,60166,244,49948,0
CASH_IN,57185,32788,34725,0
PAYMENT,6859,95341,19450,0
CASH_OUT,18986,79453,13300,0
DEBIT,99804,57737,84600,0
CASH_IN,56876,46489,4441,0
CASH_IN,47088,71303,19332,0
DEBIT,31123,28390,20115,0
CASH_OUT,15411,10247,99405,0
PAYMENT,12894,69051,87404,0
CASH_IN,84370,59719,41997,0
PAYMENT,37573,34678,86151,0
TRANSFER,34424,87802,13615,0
CASH_OUT,16152,76286,14732,0
TRANSFER,71502,29583,25367,0
TRANSFER,79474,8076,42738,0
TRANSFER,75267,18006,981,0
CASH_OUT,76703,15051,62881,0
CASH_OUT,35145,4314,58609,1
DEBIT,72242,28670,87090,0
PAYMENT,27872,67551,90855,0
PAYMENT,5200,10236,81666,0
DEBIT,70209,35568,84351,0
DEBIT,4341,60314,8566,0
TRANSFER,52196,91903,91865,0
DEBIT,44658,16352,71885,0
CASH_IN,28559,45650,10728,0
PAYMENT,81792,10346,83911,0
DEBIT,25771,25156,87350,0
CASH_IN,3272,55904,36214,0
CASH_IN,51269,14035,57935,1
CASH_IN,72582,16108,87081,0
CASH_IN,53482,2853,45588,0
TRANSFER,87868,84156,18953,0
CASH_IN,84677,4176,68408,0
TRANSFER,4687,25920,74904,0
TRANSFER,73518,54850,34103,0
CASH_IN,80875,6829,70949,0
PAYMENT,50627,90666,94805,0
CASH_IN,86039,73927,49264,0
CASH_IN,18605,84860,20156,0
CASH_IN,87469,40667,13423,0
PAYMENT,60158,65842,38062,1
CASH_OUT,46936,35843,42805,0
CASH_OUT,75281,50808,1987,0
TRANSFER,34467,30543,62979,0
TRANSFER,42541,72780,37597,0
PAYMENT,73273,6611,83905,0
DEBIT,73310,88242,27868,0
CASH_OUT,63181,84612,76970,0
TRANSFER,45781,46902,63805,0
CASH_OUT,93145,33043,80084,0
PAYMENT,66364,5271,16636,0
PAYMENT,37299,72867,57467,0
DEBIT,33902,77089,97919,0
DEBIT,71206,58745,17007,0
PAYMENT,95067,96876,95747,0
TRANSFER,38419,62077,76864,0
CASH_OUT,34480,59119,3389,0
CASH_IN,18395,11573,9458,0
DEBIT,23306,21409,68481,0
CASH_IN,61726,85970,74888,0
TRANSFER,89162,24464,76022,0
DEBIT,26392,42840,41400,0
CASH_IN,76685,48785,67628,0
TRANSFER,97606,20662,51857,0
CASH_OUT,22429,18228,64367,0
TRANSFER,93331,60721,36527,0
DEBIT,81248,49223,70648,0
PAYMENT,94763,7386,16937,0
CASH_OUT,39301,6862,37672,1
CASH_IN,12407,40108,1112,0
DEBIT,57898,91788,35545,0
PAYMENT,35179,75023,97276,0
TRANSFER,62192,80140,89017,0
PAYMENT,92486,82963,48355,0
DEBIT,42259,27201,75561,0
DEBIT,28351,68578,34082,0
PAYMENT,75613,49966,60482,0
TRANSFER,46154,54774,79098,0
PAYMENT,61782,10386,11304,0
DEBIT,79370,77228,56625,0
DEBIT,13454,15225,72551,0
CASH_IN,45657,16693,44885,0
CASH_IN,98853,72197,71246,0
CASH_OUT,10984,43021,12588,0
DEBIT,38393,18261,20967,0
CASH_IN,94836,27378,87440,0
PAYMENT,81562,86755,24256,0
TRANSFER,97658,11937,58348,0
PAYMENT,94059,66330,25052,0
TRANSFER,2966,47366,80972,0
CASH_IN,8087,72322,87351,0
CASH_OUT,36500,40160,58479,0
PAYMENT,55622,45313,80732,0
PAYMENT,36169,27032,60200,0
PAYMENT,39720,91963,83625,0
TRANSFER,83546,17358,83140,1
CASH_IN,13816,61710,2506,0
PAYMENT,78355,95326,98120,0
PAYMENT,80401,86157,20709,0
CASH_OUT,94934,48821,58535,0
CASH_OUT,6468,28365,44840,0
CASH_IN,35534,13189,60587,0
CASH_IN,6863,76749,59321,1
DEBIT,40487,7248,43202,0
CASH_OUT,32232,4369,56588,0
DEBIT,18330,63763,3090,0
TRANSFER,94164,8050,59231,0
DEBIT,52253,28605,21552,0
PAYMENT,45625,49616,94671,0
DEBIT,17362,54479,80227,0
CASH_IN,72843,80934,33741,0
TRANSFER,93486,40883,21661,0
PAYMENT,3213,33055,41025,0
DEBIT,39277,68731,6092,0
TRANSFER,37951,90987,35674,0
TRANSFER,82819,7450,570,0
PAYMENT,25378,2925,12084,0
DEBIT,77196,80051,65843,0
TRANSFER,30994,50272,60752,0
TRANSFER,41951,5310,69278,0
CASH_OUT,72928,31817,94328,0
TRANSFER,52693,92944,765,0
CASH_OUT,811,44528,24198,0
DEBIT,47975,55779,61201,0
DEBIT,85279,84816,73271,0
DEBIT,9979,82641,81738,0
CASH_IN,35979,84083,47199,1
DEBIT,82279,76310,11377,0
TRANSFER,32459,15457,79833,0
PAYMENT,91689,42311,8036,0
CASH_OUT,25715,3980,40364,0
CASH_IN,60313,20886,89905,0
DEBIT,28373,77112,37443,1
DEBIT,30730,50877,1663,0
PAYMENT,9982,97427,39244,0
PAYMENT,33361,36181,58391,0
CASH_IN,36155,33262,77564,0
CASH_OUT,87958,947,85359,0
DEBIT,89624,22,15077,0
CASH_IN,88126,1128,57849,0
TRANSFER,56245,79522,19631,0
TRANSFER,14865,32322,52652,0
CASH_IN,36179,48929,67446,0
DEBIT,46414,81696,33500,0
CASH_IN,19579,9808,19897,0
DEBIT,54447,95148,58915,0
PAYMENT,48516,52882,37377,0
CASH_IN,25748,21725,76670,0
DEBIT,6782,72534,26897,0
CASH_IN,90420,39950,47280,0
CASH_IN,19741,88954,57320,0
DEBIT,10141,83576,72592,0
DEBIT,66334,20557,94486,0
CASH_OUT,54107,21825,68289,0
CASH_IN,81730,8998,31941,0
TRANSFER,96443,36080,99676,0
CASH_IN,2899,57797,14234,0
CASH_IN,9579,15802,75172,0
DEBIT,87203,11167,3376,0
CASH_IN,75687,42407,30783,0
CASH_IN,85202,13338,41249,0
TRANSFER,87164,76289,43025,0
DEBIT,77480,71520,16447,0
CASH_IN,88832,18895,85865,0
PAYMENT,7622,47910,16713,0
CASH_OUT,51654,65898,4858,0
TRANSFER,32079,3454,51115,0
CASH_IN,81751,86540,85008,0
PAYMENT,27341,60797,59834,0
CASH_IN,55907,83137,82060,0
CASH_IN,13944,50637,4539,0
DEBIT,10105,5349,63983,1
DEBIT,91504,39963,18857,0
DEBIT,18716,75583,5364,0
PAYMENT,43526,7750,65985,0
CASH_IN,97018,94929,59169,0
CASH_OUT,34639,22463,86366,0
TRANSFER,46920,74935,21078,0
DEBIT,88550,58792,37574,0
DEBIT,20441,13686,869,0
CASH_IN,56743,63528,62624,0
CASH_IN,40098,99811,40075,0
PAYMENT,44145,22787,93676,0
PAYMENT,38025,14776,3659,0
DEBIT,31395,95063,36370,0
CASH_IN,70209,57427,58185,0
CASH_OUT,38687,61086,79921,0
TRANSFER,12828,63308,43751,0
CASH_IN,88232,15797,62758,0
CASH_IN,63011,5302,84873,0
PAYMENT,23987,63172,5131,0
TRANSFER,49842,38059,1358,0
DEBIT,40941,908,91150,0
CASH_IN,84000,60252,57371,0
DEBIT,78904,80659,82307,0
CASH_IN,72214,12877,79139,0
DEBIT,45794,14239,16246,0
TRANSFER,9931,86971,17216,0
PAYMENT,34969,27313,41209,0
TRANSFER,32338,42103,42987,0
CASH_OUT,8869,48408,20577,0
PAYMENT,89516,83251,42320,0
TRANSFER,74418,88771,11301,0
CASH_OUT,84776,91665,75051,0
CASH_IN,26718,10534,92338,0
CASH_IN,18857,43060,891,0
DEBIT,55999,17189,21972,0
PAYMENT,92651,86067,50457,1
CASH_IN,4932,10967,54435,0
PAYMENT,69938,81991,20932,0
CASH_IN,52345,65563,4192,0
DEBIT,13551,8660,16128,0
TRANSFER,19561,90875,22836,0
DEBIT,19391,39823,24837,0
CASH_OUT,55683,55842,22778,0
CASH_IN,22958,9616,43130,0
CASH_OUT,92274,75976,16708,0
CASH_OUT,59082,48738,24232,0
PAYMENT,67570,13107,57266,0
CASH_IN,82259,61404,39412,0
CASH_OUT,2496,94182,4782,0
TRANSFER,66701,91787,61196,0
CASH_OUT,10092,15954,26315,0
TRANSFER,84115,16943,10052,0
PAYMENT,7096,40725,19521,0
CASH_OUT,67863,45434,69434,0
DEBIT,70037,85751,82755,0
PAYMENT,15926,10110,69690,0
TRANSFER,15258,87091,35546,0
PAYMENT,68057,16462,79345,0
CASH_OUT,24236,79232,25972,0
CASH_IN,25035,54081,78059,0
CASH_IN,48390,52799,64385,0
TRANSFER,7858,66567,22030,0
TRANSFER,14284,89301,40376,0
CASH_IN,54555,51224,85641,0
TRANSFER,96504,56063,89831,0
PAYMENT,35243,55240,77400,0
DEBIT,16314,81352,78412,0
DEBIT,11304,17868,18055,0
PAYMENT,26435,75973,99220,0
DEBIT,68721,80989,87508,0
CASH_OUT,93321,22222,25493,0
PAYMENT,9435,79794,74861,0
TRANSFER,91559,63924,36775,0
PAYMENT,93474,99854,51057,0
CASH_IN,45000,78513,85909,0
TRANSFER,73756,54649,36253,0
CASH_IN,68305,83749,86717,0
TRANSFER,16101,10223,51884,0
DEBIT,12,48166,76497,0
PAYMENT,50421,39369,17705,0
CASH_OUT,40968,86379,44676,0
TRANSFER,95706,69392,91640,0
TRANSFER,20717,59526,79045,0
CASH_IN,15258,12661,7101,0
DEBIT,71319,15591,62495,0
CASH_IN,78332,71718,4743,0
CASH_IN,51730,55235,8951,0
DEBIT,15047,7970,7014,0
CASH_OUT,67431,47922,36180,0
CASH_IN,81877,30755,56977,0
CASH_IN,40622,19416,59534,0
TRANSFER,88041,13672,63209,0
DEBIT,13460,83468,41908,0
PAYMENT,9501,46996,50918,0
CASH_OUT,74814,74095,8219,0
CASH_OUT,93303,64,7163,0
DEBIT,6801,68835,2470,0
TRANSFER,28324,70385,16543,0
TRANSFER,51893,5639,19276,0
DEBIT,94129,11055,36881,0
TRANSFER,87096,59220,78950,0
CASH_OUT,65639,87594,7749,0
CASH_OUT,9977,29427,24182,0
PAYMENT,81764,82516,77450,0
DEBIT,43230,64666,80543,0
CASH_IN,74173,64274,96487,0
CASH_IN,4957,10866,98144,0
PAYMENT,39429,3889,21383,0
PAYMENT,56141,48226,78578,0
TRANSFER,88724,31335,25412,0
PAYMENT,28886,50547,13181,0
PAYMENT,88454,26162,44898,0
CASH_IN,19981,89449,59630,0
TRANSFER,62549,24687,3405,1
PAYMENT,98130,98756,96404,0
PAYMENT,49238,10995,10862,0
TRANSFER,74505,56488,54679,0
DEBIT,28271,2631,28688,0
TRANSFER,61270,34954,48017,0
CASH_IN,81381,5967,96481,0
DEBIT,84803,88294,12939,1
CASH_OUT,3356,87278,94467,0
TRANSFER,96353,64471,39585,0
CASH_IN,95964,37116,22942,0
DEBIT,56186,92116,5272,0
TRANSFER,52310,34227,44134,0
PAYMENT,11350,1942,24265,0
TRANSFER,33022,47664,48192,0
CASH_OUT,35403,28069,28668,0
TRANSFER,75143,87342,81560,0
DEBIT,25567,14407,97435,1
DEBIT,64214,59201,69283,0
TRANSFER,73283,80093,9297,0
DEBIT,17286,54348,64005,0
PAYMENT,54649,81981,58434,0
TRANSFER,7320,17878,64749,0
PAYMENT,35177,83100,1607,0
PAYMENT,84890,78629,59183,0
CASH_IN,10401,55420,86994,0
TRANSFER,50631,91987,56305,0
DEBIT,10902,43168,27973,0
PAYMENT,76743,54862,23117,0
CASH_IN,78596,89622,81986,0
TRANSFER,36152,82025,81071,0
TRANSFER,45689,28004,94891,0
CASH_OUT,41625,20471,7645,0
CASH_OUT,47563,91820,42238,0
PAYMENT,79081,60167,69694,0
CASH_OUT,41012,83828,41773,0
PAYMENT,70668,65308,16786,0
DEBIT,9862,83969,40693,1
PAYMENT,5397,14568,96447,0
CASH_OUT,97305,9466,26578,0
DEBIT,40004,91057,46408,0
CASH_OUT,33735,57324,69702,0
PAYMENT,72692,15467,84845,0
CASH_IN,570,97555,15076,0
TRANSFER,56575,75955,19377,0
CASH_OUT,1322,52948,9278,0
PAYMENT,18215,16676,64808,0
DEBIT,11605,94791,33539,0
CASH_OUT,87576,31514,11440,0
CASH_OUT,21339,22650,26245,0
TRANSFER,68197,88290,22097,0
PAYMENT,75552,77701,73703,0
CASH_IN,35655,10683,67092,0
DEBIT,87512,98092,1151,0
PAYMENT,93392,59819,21698,0
DEBIT,87320,80978,17601,1
CASH_OUT,69629,4860,26807,0
TRANSFER,33523,3729,45302,0
TRANSFER,8759,31351,85864,0
CASH_IN,30793,62744,8039,0
TRANSFER,60655,24346,47427,0
CASH_OUT,82871,74155,71839,0
CASH_IN,53185,76700,58049,0
PAYMENT,84226,6955,19053,0
TRANSFER,62719,65642,97180,0
CASH_IN,17333,70290,86298,0
CASH_OUT,50772,44293,89147,0
DEBIT,88230,61336,55413,0
DEBIT,64232,21662,65958,1
CASH_OUT,34503,6408,31275,0
CASH_OUT,58338,40403,26597,0
DEBIT,12223,1225,77521,0
CASH_IN,97377,12196,94243,0
DEBIT,46940,69786,68908,0
CASH_OUT,27723,15372,81619,0
TRANSFER,72733,17279,55188,0
PAYMENT,98346,95729,34710,0
TRANSFER,32593,54240,91352,0
TRANSFER,79954,92404,75486,0
CASH_OUT,22379,38187,49050,0
DEBIT,47938,48481,49249,0
CASH_IN,68960,28475,34247,0
TRANSFER,19520,44552,70162,0
DEBIT,12130,67969,26408,0
CASH_IN,99857,76534,76313,0
TRANSFER,98585,96669,70683,0
CASH_IN,5305,99605,5443,0
DEBIT,20470,6858,79,0
PAYMENT,14973,74486,96818,0
DEBIT,77126,74474,38345,0
CASH_OUT,87832,25168,12901,0
CASH_IN,27338,32099,67759,0
PAYMENT,84639,71180,42732,0
CASH_IN,21615,61455,79304,0
CASH_IN,44823,54240,17507,0
TRANSFER,46381,74796,81785,1
CASH_OUT,47608,54592,35391,0
CASH_IN,60786,47458,34171,0
DEBIT,72268,58046,51730,0
DEBIT,40979,16488,7485,0
TRANSFER,36922,58841,95320,0
CASH_OUT,38384,395,90153,0
CASH_OUT,72312,52669,37748,1
DEBIT,62794,10845,3878,0
PAYMENT,49892,36059,1949,0
TRANSFER,15938,18394,85380,0
TRANSFER,21284,93993,20881,0
DEBIT,34426,45906,51306,0
DEBIT,86158,59332,87150,0
PAYMENT,61008,37305,89364,0
PAYMENT,29057,42628,9958,0
CASH_OUT,43366,21352,59185,1
TRANSFER,37144,86682,8697,0
TRANSFER,67052,82971,87160,0
DEBIT,51320,51993,15493,0
CASH_OUT,80768,39386,42801,0
TRANSFER,12373,56624,21199,0
CASH_OUT,85159,57065,65792,0
CASH_OUT,44573,85504,34488,0
DEBIT,30638,8539,30493,0
CASH_OUT,69682,1263,49002,0
PAYMENT,46256,13305,23731,0
PAYMENT,11171,53817,7076,1
CASH_IN,89120,24398,1071,0
DEBIT,92448,97616,99926,0
CASH_IN,2820,75801,67602,0
PAYMENT,59870,49107,91181,0
CASH_IN,77209,32152,41410,0
DEBIT,71698,93260,99201,0
DEBIT,65558,30624,54327,0
CASH_OUT,62373,99655,94948,0
TRANSFER,11172,56132,61072,1
CASH_OUT,87868,52979,97371,0
DEBIT,73545,58013,41041,1
PAYMENT,7229,94925,53326,0
PAYMENT,70874,63797,38549,0
CASH_OUT,3631,51798,53096,0
DEBIT,89802,16650,55578,0
PAYMENT,44443,26014,46390,0
DEBIT,76860,76421,46052,1
PAYMENT,66198,7434,43167,0
DEBIT,54961,30028,54587,0
CASH_IN,81728,66558,61292,0
DEBIT,36568,24331,92114,0
DEBIT,15669,67573,75419,0
CASH_OUT,34423,74292,42139,0
CASH_IN,10445,46326,87753,0
TRANSFER,53921,82979,10707,0
CASH_OUT,28077,99728,13140,0
TRANSFER,87804,4123,11093,0
PAYMENT,93833,16603,82036,0
TRANSFER,69234,65941,72043,0
DEBIT,73235,42597,98122,0
TRANSFER,1389,63238,5830,0
CASH_OUT,27634,84238,30608,0
CASH_OUT,91510,42719,47287,0
TRANSFER,88437,91786,90047,0
CASH_OUT,57755,41751,33427,0
CASH_OUT,51815,86978,84042,0
TRANSFER,12526,17693,28395,0
CASH_IN,79432,89541,92662,0
CASH_IN,85853,37697,95002,0
PAYMENT,24853,94524,17970,1
CASH_OUT,5922,97869,70218,0
TRANSFER,21524,29992,76475,0
CASH_OUT,87369,63825,74362,0
DEBIT,57042,9522,23371,0
CASH_OUT,28807,45406,95482,0
CASH_OUT,6459,12121,89895,0
CASH_IN,1735,14219,19266,0
TRANSFER,81416,1617,19195,0
CASH_OUT,9314,43016,27315,0
CASH_IN,73068,50672,83804,0
PAYMENT,13673,24276,75246,0
CASH_IN,70330,99887,41581,0
CASH_IN,75018,72240,45537,0
CASH_IN,94498,55735,79697,0
CASH_OUT,75601,17959,97357,0
CASH_OUT,95054,28522,75265,0
PAYMENT,12686,56087,92449,0
DEBIT,25202,9953,22184,0
DEBIT,24732,26567,23279,0
DEBIT,7456,60523,26570,0
PAYMENT,4735,62708,43030,0
DEBIT,85607,22560,62245,0
DEBIT,88217,58390,55467,0
CASH_IN,57642,68149,35133,0
CASH_OUT,66955,36660,78731,0
CASH_OUT,73751,45104,43805,0
CASH_IN,16375,57805,43998,0
CASH_IN,65802,24496,17238,0
CASH_IN,64867,83301,81088,0
CASH_OUT,15714,91257,68264,0
DEBIT,50585,3515,48245,0
CASH_IN,29912,4454,23557,0
PAYMENT,1205,22873,70474,0
CASH_IN,53527,73920,96738,0
TRANSFER,34022,13727,65667,0
CASH_IN,11425,69070,91228,0
CASH_OUT,39544,99059,85513,0
CASH_IN,21696,97425,65074,0
TRANSFER,77208,49979,58204,1
PAYMENT,28753,25465,98597,0
DEBIT,32171,53900,92800,0
CASH_IN,61323,59799,25575,0
TRANSFER,2412,96129,80263,0
TRANSFER,63200,21330,76024,0
